acharnes|mobile|Cosmote|2637|2022-10-01|26.31|216.29
acharnes|mobile|Vodafone|2640|2022-10-01|8.31|42.44
acharnes|mobile|WIND|2641|2022-10-01|13.82|46.62
agia-paraskevi|mobile|Cosmote|2637|2022-10-01|57.61|407.78
agia-paraskevi|mobile|Vodafone|2640|2022-10-01|47.29|125.29
agia-paraskevi|mobile|WIND|2641|2022-10-01|39.58|138.96
athens|mobile|Cosmote|2637|2022-10-01|38.73|243.48
athens|mobile|Vodafone|2640|2022-10-01|14.97|76.8
athens|mobile|WIND|2641|2022-10-01|17.13|81.23
chalandri|mobile|Cosmote|2637|2022-10-01|73.33|403.24
chalandri|mobile|Vodafone|2640|2022-10-01|33.78|114.59
chalandri|mobile|WIND|2641|2022-10-01|37.13|145.23
egaleo|mobile|Cosmote|2637|2022-10-01|32.81|244.66
egaleo|mobile|Vodafone|2640|2022-10-01|11.01|52.45
egaleo|mobile|WIND|2641|2022-10-01|16.98|81.75
glyfada|mobile|Cosmote|2637|2022-10-01|55.27|272.99
glyfada|mobile|Vodafone|2640|2022-10-01|41.19|97.34
glyfada|mobile|WIND|2641|2022-10-01|48.16|130.75
ilion|mobile|Cosmote|2637|2022-10-01|21.11|181.84
ilion|mobile|Vodafone|2640|2022-10-01|18.47|73.36
ilion|mobile|WIND|2641|2022-10-01|33.66|110.75
ilioupoli|mobile|Cosmote|2637|2022-10-01|53.91|266.1
ilioupoli|mobile|Vodafone|2640|2022-10-01|22.24|72.7
ilioupoli|mobile|WIND|2641|2022-10-01|23.35|79.97
kallithea|mobile|Cosmote|2637|2022-10-01|53.43|249.26
kallithea|mobile|Vodafone|2640|2022-10-01|21.5|91.06
kallithea|mobile|WIND|2641|2022-10-01|27.38|121.55
kifisia|mobile|Cosmote|2637|2022-10-01|77.8|529.62
kifisia|mobile|Vodafone|2640|2022-10-01|23.26|87.57
kifisia|mobile|WIND|2641|2022-10-01|35.22|119.81
marousi|mobile|Cosmote|2637|2022-10-01|96.63|662.87
marousi|mobile|Vodafone|2640|2022-10-01|32.61|193.69
marousi|mobile|WIND|2641|2022-10-01|27.86|123.53
nea-smyrni|mobile|Cosmote|2637|2022-10-01|62.79|332.54
nea-smyrni|mobile|Vodafone|2640|2022-10-01|36.13|155.12
nea-smyrni|mobile|WIND|2641|2022-10-01|35.99|604.5
nikaia|mobile|Cosmote|2637|2022-10-01|35.85|138.51
nikaia|mobile|Vodafone|2640|2022-10-01|17.42|95.63
nikaia|mobile|WIND|2641|2022-10-01|17.07|69.2
